"Offense","Defense","Home","Offense Score","Defense Score","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","68","3","3","false","8","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","60","1","10","false","1","Rush"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","59","2","9","false","8","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","51","3","1","false","1","Rush"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","53","3","13","false","14","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","39","1","10","false","-4","Sack"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","43","2","14","false","4","Rush"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","39","3","10","false","19","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","20","1","10","false","14","Rush"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","6","1","6","false","1","Rush"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","5","2","5","false","2","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","3","3","3","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","50","1","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","50","2","10","false","7","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","9","5","3","3","43","3","3","false","-10","Penalty"
"Fresno State","Purdue","Purdue","14","21","2","0","57","3","3","3","4","3","false","20","Field Goal Missed"
"Purdue","Fresno State","Purdue","21","14","2","0","57","3","3","80","1","10","false","0","Rush"
"Purdue","Fresno State","Purdue","21","14","2","0","57","3","3","80","2","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","21","14","2","0","30","3","2","84","4","14","false","0","Timeout"
"Purdue","Fresno State","Purdue","21","14","2","0","30","3","2","80","3","10","false","-4","Rush"
"Purdue","Fresno State","Purdue","21","14","2","0","22","3","2","84","4","14","false","0","Punt"
"Fresno State","Purdue","Purdue","14","21","2","0","22","2","3","53","1","10","false","15","Pass Reception"
"Fresno State","Purdue","Purdue","14","21","2","0","22","2","3","38","1","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","14","21","2","0","3","2","2","33","3","5","false","0","Timeout"
"Fresno State","Purdue","Purdue","14","21","2","0","3","2","2","38","2","10","false","5","Pass Reception"
"Fresno State","Purdue","Purdue","17","21","2","0","0","2","2","33","3","5","true","52","Field Goal Good"
"Fresno State","Purdue","Purdue","14","21","2","0","0","2","2","65","0","0","false","0","End of Half"
"Fresno State","Purdue","Purdue","17","28","3","14","49","3","3","65","0","0","true","98","Kickoff Return Touchdown"
"Purdue","Fresno State","Purdue","30","17","3","14","49","3","3","65","0","0","false","0","Kickoff"
"Fresno State","Purdue","Purdue","17","30","3","14","49","3","3","75","1","10","false","2","Rush"
"Fresno State","Purdue","Purdue","17","30","3","14","49","3","3","73","2","8","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","17","30","3","14","49","3","3","73","3","8","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","17","30","3","13","45","3","3","73","4","8","false","0","Punt"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","60","1","10","false","7","Rush"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","53","2","3","false","7","Rush"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","46","1","10","false","13","Rush"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","33","1","10","false","4","Rush"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","29","2","6","false","-2","Rush"
"Purdue","Fresno State","Purdue","29","17","3","13","45","3","3","31","3","8","false","5","Pass Reception"
"Purdue","Fresno State","Purdue","29","17","3","10","43","3","3","26","4","3","false","43","Field Goal Missed"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","74","1","10","false","3","Rush"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","71","2","7","false","14","Rush"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","57","1","10","false","14","Pass Reception"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","43","1","10","false","0","Rush"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","43","2","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","43","3","10","false","24","Pass Reception"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","19","1","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","17","29","3","10","43","3","3","19","2","10","false","1","Rush"
"Fresno State","Purdue","Purdue","25","28","3","6","44","3","3","18","3","9","true","18","Passing Touchdown"
"Fresno State","Purdue","Purdue","25","28","3","6","35","3","3","65","0","0","false","0","Kickoff Return (Offense)"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","85","1","10","false","4","Pass Reception"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","81","2","6","false","5","Pass Reception"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","76","3","1","false","0","Rush"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","76","4","1","false","2","Rush"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","74","1","10","false","10","Penalty"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","64","1","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","64","2","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","28","25","3","6","35","3","3","64","3","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","28","25","3","4","28","3","3","64","4","10","false","0","Punt"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","85","1","10","false","3","Rush"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","82","2","7","false","12","Pass Reception"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","70","1","10","false","0","Rush"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","70","2","10","false","5","Pass Reception"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","65","3","5","false","15","Penalty"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","43","1","10","false","6","Rush"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","37","2","4","false","5","Rush"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","32","1","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","32","2","10","false","12","Rush"
"Fresno State","Purdue","Purdue","25","28","3","4","28","3","3","20","1","10","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","25","28","3","0","0","3","3","20","2","10","false","17","Rush"
"Fresno State","Purdue","Purdue","25","28","3","0","0","3","3","20","0","10","false","0","End Period"
"Fresno State","Purdue","Purdue","25","28","4","15","0","3","3","3","1","3","false","2","Rush"
"Fresno State","Purdue","Purdue","25","28","4","15","0","3","3","1","2","1","false","0","Rush"
"Fresno State","Purdue","Purdue","32","28","4","13","44","3","3","1","3","1","true","1","Rushing Touchdown"
"Fresno State","Purdue","Purdue","32","28","4","13","44","3","3","65","0","0","false","0","Kickoff"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","75","1","10","false","6","Pass Reception"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","69","2","4","false","11","Rush"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","58","1","10","false","13","Pass Reception"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","45","1","10","false","8","Rush"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","37","2","2","false","1","Rush"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","36","3","1","false","0","Rush"
"Purdue","Fresno State","Purdue","28","32","4","13","44","3","3","36","4","1","false","7","Pass Reception"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","29","2","10","false","0","Timeout"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","29","1","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","29","2","10","false","20","Rush"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","9","1","9","false","2","Rush"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","7","2","7","false","6","Pass Reception"
"Purdue","Fresno State","Purdue","28","32","4","10","33","2","3","1","3","1","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","28","32","4","8","13","2","3","1","4","1","false","0","Rush"
"Fresno State","Purdue","Purdue","32","28","4","8","13","3","2","99","1","10","false","2","Rush"
"Fresno State","Purdue","Purdue","32","28","4","8","13","3","2","97","2","8","false","22","Rush"
"Fresno State","Purdue","Purdue","32","28","4","8","13","3","2","75","1","10","false","2","Rush"
"Fresno State","Purdue","Purdue","32","28","4","8","13","3","2","73","2","8","false","0","Rush"
"Fresno State","Purdue","Purdue","32","28","4","5","17","3","2","73","3","8","false","0","Interception"
"Purdue","Fresno State","Purdue","28","32","4","5","17","2","3","55","1","10","false","44","Pass Reception"
"Purdue","Fresno State","Purdue","35","32","4","4","36","2","3","11","1","10","true","11","Rushing Touchdown"
"Purdue","Fresno State","Purdue","35","32","4","4","30","2","3","65","0","0","false","0","Kickoff"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","79","1","10","false","1","Rush"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","78","2","9","false","16","Pass Reception"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","62","1","10","false","8","Pass Reception"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","54","2","2","false","-1","Rush"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","55","3","3","false","6","Pass Reception"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","49","1","10","false","14","Pass Reception"
"Fresno State","Purdue","Purdue","32","35","4","4","30","3","2","35","1","10","false","10","Pass Reception"
"Fresno State","Purdue","Purdue","32","35","4","1","4","2","2","22","2","7","false","0","Timeout"
"Fresno State","Purdue","Purdue","32","35","4","1","4","2","2","25","1","10","false","3","Rush"
"Fresno State","Purdue","Purdue","39","35","4","0","59","2","2","22","2","7","true","22","Passing Touchdown"
"Fresno State","Purdue","Purdue","39","35","4","0","59","2","2","65","0","0","false","0","Kickoff"
"Purdue","Fresno State","Purdue","35","39","4","0","59","2","2","75","1","10","false","11","Pass Reception"
"Purdue","Fresno State","Purdue","35","39","4","0","59","2","2","64","1","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","35","39","4","0","59","2","2","64","2","10","false","0","Pass Incompletion"
"Purdue","Fresno State","Purdue","35","39","4","0","35","2","2","64","3","10","false","8","Rush"
"Purdue","Fresno State","Purdue","35","39","4","0","35","1","2","56","4","2","false","0","Timeout"
"Purdue","Fresno State","Purdue","35","39","4","0","31","1","2","56","4","2","false","0","Pass Incompletion"
"Fresno State","Purdue","Purdue","39","35","4","0","14","1","1","45","2","11","false","0","Timeout"
"Fresno State","Purdue","Purdue","39","35","4","0","14","1","1","44","1","10","false","0","Rush"
"Fresno State","Purdue","Purdue","39","35","4","0","0","1","1","45","2","11","false","0","Rush"
"Fresno State","Purdue","Purdue","39","35","4","0","0","1","1","47","0","11","false","0","End of Game"
"Northwestern","Rutgers","Rutgers","0","0","1","15","0","3","3","65","0","0","false","0","Kickoff"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","39","4","5","false","17","Pass Reception"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","22","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","22","2","10","false","7","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","15","3","3","false","4","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","11","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","75","1","10","false","8","Pass Reception"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","61","2","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","61","3","10","false","9","Pass Reception"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","52","4","1","false","8","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","44","1","10","false","5","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","39","2","5","false","0","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","15","0","3","3","39","3","5","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","0","0","1","14","40","3","3","67","2","2","false","1","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","13","51","3","3","66","3","1","false","5","Rush"
"Rutgers","Northwestern","Rutgers","0","0","1","13","14","3","3","61","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","7","0","1","8","4","3","3","11","2","10","true","11","Passing Touchdown"
"Rutgers","Northwestern","Rutgers","14","0","1","6","38","3","3","80","1","10","false","3","Rush"
"Rutgers","Northwestern","Rutgers","14","0","1","5","39","3","3","77","2","7","false","19","Pass Reception"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","58","1","10","false","9","Pass Reception"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","49","2","1","false","1","Rush"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","48","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","48","2","10","false","4","Pass Reception"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","44","3","6","false","5","Rush"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","39","4","1","false","4","Rush"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","35","1","10","false","-2","Rush"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","37","2","12","false","13","Pass Reception"
"Rutgers","Northwestern","Rutgers","7","0","1","5","39","3","3","24","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","7","0","1","0","0","3","3","24","2","10","false","0","Rush"
"Rutgers","Northwestern","Rutgers","7","0","1","0","0","3","3","24","0","10","false","0","End Period"
"Rutgers","Northwestern","Rutgers","7","0","2","15","0","3","3","24","3","10","false","12","Pass Reception"
"Rutgers","Northwestern","Rutgers","7","0","2","15","0","3","3","12","1","10","false","3","Rush"
"Rutgers","Northwestern","Rutgers","7","0","2","13","32","3","2","6","3","4","false","0","Timeout"
"Rutgers","Northwestern","Rutgers","7","0","2","13","32","3","2","9","2","7","false","3","Rush"
"Rutgers","Northwestern","Rutgers","14","0","2","13","26","3","2","6","3","4","true","6","Rushing Touchdown"
"Rutgers","Northwestern","Rutgers","7","0","2","13","26","3","2","3","0","0","false","0","Penalty"
"Rutgers","Northwestern","Rutgers","7","0","1","8","4","3","2","65","0","0","false","0","Kickoff"
"Northwestern","Rutgers","Rutgers","0","14","1","6","38","2","3","43","4","10","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","75","1","10","false","6","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","69","2","4","false","26","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","43","1","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","43","2","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","43","3","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","7","1","1","37","2","3","43","4","10","false","0","Punt"
"Rutgers","Northwestern","Rutgers","14","0","2","13","26","3","2","65","0","0","false","0","Kickoff"
"Northwestern","Rutgers","Rutgers","0","14","2","13","26","2","3","75","1","10","false","7","Rush"
"Northwestern","Rutgers","Rutgers","0","14","2","13","26","2","3","68","2","3","false","4","Rush"
"Northwestern","Rutgers","Rutgers","0","14","2","13","26","2","3","64","1","10","false","1","Rush"
"Northwestern","Rutgers","Rutgers","0","14","2","13","26","2","3","63","2","9","false","1","Rush"
"Northwestern","Rutgers","Rutgers","0","14","2","13","26","2","3","62","3","8","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","14","2","11","29","2","3","62","4","8","false","7","Pass Reception"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","45","1","10","false","15","Penalty"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","30","1","10","false","2","Rush"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","28","2","8","false","8","Rush"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","20","1","10","false","2","Rush"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","18","2","8","false","1","Rush"
"Rutgers","Northwestern","Rutgers","14","0","2","11","29","3","2","17","3","7","false","3","Rush"
"Rutgers","Northwestern","Rutgers","17","0","2","7","42","3","2","14","4","4","true","32","Field Goal Good"
"Rutgers","Northwestern","Rutgers","17","0","2","7","42","3","2","65","0","0","false","0","Kickoff"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","75","1","10","false","2","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","73","2","8","false","15","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","58","1","10","false","-5","Penalty"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","63","1","15","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","63","2","15","false","11","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","52","3","4","false","6","Rush"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","46","1","10","false","-3","Sack"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","49","2","13","false","9","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","7","42","2","3","40","3","4","false","-1","Rush"
"Northwestern","Rutgers","Rutgers","0","17","2","3","33","2","3","41","4","5","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","2","3","33","3","2","59","1","10","false","0","Rush"
"Rutgers","Northwestern","Rutgers","17","0","2","3","33","3","2","59","2","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","2","3","33","3","2","59","3","10","false","4","Rush"
"Rutgers","Northwestern","Rutgers","17","0","2","1","54","3","2","55","4","6","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","17","2","1","54","2","3","88","1","10","false","10","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","1","54","2","3","78","1","10","false","9","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","2","1","54","2","3","69","2","1","false","-2","Rush"
"Northwestern","Rutgers","Rutgers","0","17","2","1","16","2","3","71","3","3","false","0","Interception"
"Rutgers","Northwestern","Rutgers","17","0","2","1","21","3","2","28","1","8","false","5","Pass Reception"
"Rutgers","Northwestern","Rutgers","17","0","2","1","21","3","2","23","2","3","false","0","Rush"
"Rutgers","Northwestern","Rutgers","17","0","2","1","21","3","2","23","3","3","false","5","Pass Reception"
"Rutgers","Northwestern","Rutgers","17","0","2","1","21","3","2","18","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","2","1","19","3","1","28","1","10","false","0","Timeout"
"Rutgers","Northwestern","Rutgers","17","0","2","0","19","2","1","20","3","12","false","0","Timeout"
"Rutgers","Northwestern","Rutgers","17","0","2","0","19","2","1","18","2","10","false","-2","Rush"
"Rutgers","Northwestern","Rutgers","17","0","2","0","19","2","1","20","3","12","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","2","0","9","2","1","20","4","12","false","38","Field Goal Missed"
"Northwestern","Rutgers","Rutgers","0","17","2","0","9","1","2","80","1","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","17","2","0","0","1","2","80","2","10","false","4","Rush"
"Northwestern","Rutgers","Rutgers","0","17","2","0","0","1","2","76","0","10","false","0","End of Half"
"Rutgers","Northwestern","Rutgers","17","0","3","15","0","3","3","65","0","0","false","0","Kickoff"
"Northwestern","Rutgers","Rutgers","0","17","3","15","0","3","3","75","1","10","false","2","Rush"
"Northwestern","Rutgers","Rutgers","0","17","3","15","0","3","3","73","2","8","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","17","3","15","0","3","3","73","3","8","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","17","3","14","15","3","3","73","4","8","false","0","Punt"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","76","1","10","false","2","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","74","2","8","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","74","3","8","false","11","Pass Reception"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","63","1","10","false","0","Pass Incompletion"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","63","2","10","false","0","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","14","15","3","3","63","3","10","false","0","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","11","21","3","3","63","4","10","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","17","3","11","21","3","3","75","1","10","false","-6","Rush"
"Northwestern","Rutgers","Rutgers","0","17","3","11","21","3","3","81","2","16","false","9","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","17","3","11","21","3","3","72","3","7","false","-6","Sack"
"Northwestern","Rutgers","Rutgers","0","17","3","9","19","3","3","78","4","13","false","0","Punt"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","60","1","10","false","20","Pass Reception"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","40","1","10","false","4","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","36","2","6","false","4","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","32","3","2","false","4","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","28","1","10","false","5","Pass Reception"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","23","2","5","false","2","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","21","3","3","false","3","Rush"
"Rutgers","Northwestern","Rutgers","17","0","3","9","19","3","3","18","1","10","false","3","Rush"
"Rutgers","Northwestern","Rutgers","24","0","3","4","5","3","3","15","2","7","true","15","Rushing Touchdown"
"Rutgers","Northwestern","Rutgers","24","0","3","4","5","3","3","65","0","0","false","0","Kickoff"
"Northwestern","Rutgers","Rutgers","0","24","3","4","5","3","3","75","1","10","false","-6","Sack"
"Northwestern","Rutgers","Rutgers","0","24","3","4","5","3","3","81","2","16","false","4","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","3","4","5","3","3","77","3","12","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","24","3","2","38","3","3","77","4","12","false","0","Punt"
"Rutgers","Northwestern","Rutgers","24","0","3","2","38","3","3","56","1","10","false","6","Rush"
"Rutgers","Northwestern","Rutgers","24","0","3","2","38","3","3","50","2","4","false","2","Rush"
"Rutgers","Northwestern","Rutgers","24","0","3","2","38","3","3","48","3","2","false","0","Rush"
"Rutgers","Northwestern","Rutgers","24","0","3","0","27","3","3","48","4","2","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","24","3","0","27","3","3","90","1","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","24","3","0","0","3","3","90","2","10","false","2","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","3","0","0","3","3","90","0","10","false","0","End Period"
"Northwestern","Rutgers","Rutgers","0","24","4","15","0","3","3","88","3","8","false","15","Rush"
"Northwestern","Rutgers","Rutgers","0","24","4","15","0","3","3","73","1","10","false","8","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","15","0","3","3","65","2","2","false","6","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","13","42","3","3","59","1","10","false","0","Interception"
"Rutgers","Northwestern","Rutgers","24","0","4","13","42","3","3","58","1","10","false","4","Pass Reception"
"Rutgers","Northwestern","Rutgers","24","0","4","13","42","3","3","54","2","6","false","1","Rush"
"Rutgers","Northwestern","Rutgers","24","0","4","13","42","3","3","53","3","5","false","2","Pass Reception"
"Rutgers","Northwestern","Rutgers","24","0","4","11","46","3","3","51","4","3","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","24","4","11","46","3","3","83","1","10","false","5","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","11","46","3","3","78","2","5","false","-10","Penalty"
"Northwestern","Rutgers","Rutgers","0","24","4","11","46","3","3","88","2","15","false","7","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","11","46","3","3","81","3","8","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","24","4","10","13","3","3","81","4","8","false","0","Punt"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","67","1","10","false","9","Pass Reception"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","58","2","1","false","6","Rush"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","52","1","10","false","4","Rush"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","48","2","6","false","1","Rush"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","47","3","5","false","0","Rush"
"Rutgers","Northwestern","Rutgers","24","0","4","10","13","3","3","47","4","5","false","-5","Penalty"
"Rutgers","Northwestern","Rutgers","24","0","4","6","32","3","3","52","4","10","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","92","1","10","false","8","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","84","2","2","false","4","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","80","1","10","false","17","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","63","1","10","false","7","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","56","2","3","false","4","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","52","1","10","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","52","2","10","false","-16","Sack"
"Northwestern","Rutgers","Rutgers","0","24","4","6","32","3","3","68","3","26","false","-6","Sack"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","3","74","4","32","false","0","Punt"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","2","45","1","10","false","0","Timeout"
"Rutgers","Northwestern","Rutgers","24","0","4","2","45","1","3","55","1","10","false","0","Timeout"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","1","45","1","10","false","7","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","1","38","2","3","false","2","Rush"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","1","36","3","1","false","5","Rush"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","1","31","1","10","false","5","Pass Reception"
"Northwestern","Rutgers","Rutgers","0","24","4","2","45","3","1","26","2","5","false","4","Rush"
"Northwestern","Rutgers","Rutgers","0","24","4","1","3","2","1","22","4","1","false","0","Timeout"
"Northwestern","Rutgers","Rutgers","0","24","4","1","3","2","1","22","3","1","false","0","Pass Incompletion"
"Northwestern","Rutgers","Rutgers","0","24","4","0","46","1","1","17","1","10","false","0","Timeout"
