"Offense","Defense","Home","Offense Score","Defense Score","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type"
"Akron","Temple","Temple","7","0","1","5","35","3","3","61","2","8","false","0","Pass Incompletion"
"Akron","Temple","Temple","7","0","1","5","35","3","3","61","3","8","false","0","Pass Incompletion"
"Akron","Temple","Temple","7","0","1","4","44","3","3","61","4","8","false","0","Punt"
"Temple","Akron","Temple","0","7","1","4","44","3","3","77","1","10","false","7","Rush"
"Temple","Akron","Temple","0","7","1","4","44","3","3","70","2","3","false","0","Pass Incompletion"
"Temple","Akron","Temple","0","7","1","4","44","3","3","70","3","3","false","0","Pass Incompletion"
"Temple","Akron","Temple","0","7","1","4","44","3","3","70","4","3","false","-5","Penalty"
"Temple","Akron","Temple","0","7","1","4","9","3","3","75","4","8","false","0","Punt"
"Akron","Temple","Temple","7","0","1","4","9","3","3","61","1","10","false","1","Rush"
"Akron","Temple","Temple","7","0","1","4","9","3","3","60","2","9","false","3","Rush"
"Akron","Temple","Temple","7","0","1","4","9","3","3","57","3","6","false","0","Pass Incompletion"
"Akron","Temple","Temple","7","0","1","2","48","3","3","57","4","6","false","0","Punt"
"Temple","Akron","Temple","0","7","1","2","48","3","3","89","1","10","false","4","Pass Reception"
"Temple","Akron","Temple","0","7","1","2","48","3","3","85","2","6","false","9","Rush"
"Temple","Akron","Temple","0","7","1","2","48","3","3","76","1","10","false","7","Pass Reception"
"Temple","Akron","Temple","0","7","1","2","48","3","3","69","2","3","false","20","Pass Reception"
"Temple","Akron","Temple","0","7","1","2","48","3","3","49","1","10","false","4","Rush"
"Temple","Akron","Temple","0","7","1","0","0","3","3","45","2","6","false","19","Pass Reception"
"Temple","Akron","Temple","0","7","1","0","0","3","3","45","0","6","false","0","End Period"
"Temple","Akron","Temple","0","7","2","15","0","3","3","26","1","10","false","0","Penalty"
"Temple","Akron","Temple","0","7","2","15","0","3","3","11","1","10","false","10","Pass Reception"
"Temple","Akron","Temple","7","7","2","14","14","3","3","1","1","1","true","1","Rushing Touchdown"
"Temple","Akron","Temple","7","7","2","14","5","3","3","65","0","0","false","0","Kickoff"
"Akron","Temple","Temple","7","7","2","14","5","3","3","79","1","10","false","5","Rush"
"Akron","Temple","Temple","7","7","2","14","5","3","3","74","2","5","false","11","Pass Reception"
"Akron","Temple","Temple","7","7","2","14","5","3","3","63","1","10","false","-10","Penalty"
"Akron","Temple","Temple","7","7","2","14","5","3","3","73","1","20","false","3","Rush"
"Akron","Temple","Temple","7","7","2","14","5","3","3","70","2","17","false","-5","Penalty"
"Akron","Temple","Temple","7","7","2","14","5","3","3","75","2","22","false","50","Pass Reception"
"Akron","Temple","Temple","7","7","2","14","5","3","3","25","1","10","false","2","Rush"
"Akron","Temple","Temple","7","7","2","14","5","3","3","23","2","8","false","3","Pass Reception"
"Akron","Temple","Temple","7","7","2","14","5","3","3","20","3","5","false","5","Penalty"
"Akron","Temple","Temple","7","7","2","8","51","2","3","7","2","2","false","0","Timeout"
"Akron","Temple","Temple","7","7","2","8","51","2","3","15","1","10","false","8","Rush"
"Akron","Temple","Temple","7","7","2","8","51","2","3","7","2","2","false","4","Rush"
"Akron","Temple","Temple","7","7","2","8","51","2","3","3","1","3","false","1","Rush"
"Akron","Temple","Temple","14","7","2","7","49","2","3","2","2","2","true","2","Rushing Touchdown"
"Akron","Temple","Temple","14","7","2","7","44","2","3","65","0","0","false","0","Kickoff"
"Temple","Akron","Temple","7","14","2","7","44","3","2","81","1","10","false","6","Rush"
"Temple","Akron","Temple","7","14","2","7","44","3","2","75","2","4","false","-5","Pass Reception"
"Temple","Akron","Temple","7","14","2","7","44","3","2","80","3","9","false","0","Pass Incompletion"
"Temple","Akron","Temple","7","14","2","6","27","3","2","80","4","9","false","0","Punt"
"Akron","Temple","Temple","14","7","2","6","27","2","3","45","1","10","false","5","Rush"
"Akron","Temple","Temple","14","7","2","6","27","2","3","40","1","10","false","3","Rush"
"Akron","Temple","Temple","14","7","2","6","27","2","3","37","2","7","false","10","Rush"
"Akron","Temple","Temple","14","7","2","6","27","2","3","27","1","10","false","1","Rush"
"Akron","Temple","Temple","14","7","2","6","27","2","3","26","2","9","false","2","Rush"
"Akron","Temple","Temple","14","7","2","2","27","1","3","18","4","1","false","0","Timeout"
"Akron","Temple","Temple","14","7","2","2","27","1","3","24","3","7","false","6","Rush"
"Akron","Temple","Temple","14","7","2","2","27","1","3","18","4","1","false","4","Rush"
"Akron","Temple","Temple","21","7","2","1","37","1","3","14","1","10","true","14","Passing Touchdown"
"Akron","Temple","Temple","21","7","2","1","32","1","3","65","0","0","false","0","Kickoff"
"Temple","Akron","Temple","7","21","2","1","32","3","1","82","1","10","false","7","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","75","2","3","false","0","Pass Incompletion"
"Temple","Akron","Temple","7","21","2","1","32","3","1","75","3","3","false","10","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","65","1","10","false","5","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","60","2","5","false","0","Pass Incompletion"
"Temple","Akron","Temple","7","21","2","1","32","3","1","60","3","5","false","14","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","46","3","10","false","16","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","30","1","10","false","8","Pass Reception"
"Temple","Akron","Temple","7","21","2","1","32","3","1","46","1","10","false","0","Pass Incompletion"
"Temple","Akron","Temple","7","21","2","1","32","3","1","46","2","10","false","0","Pass Incompletion"
"Temple","Akron","Temple","10","21","2","0","0","3","1","22","2","2","true","40","Field Goal Good"
"Temple","Akron","Temple","7","21","2","0","0","3","1","46","0","5","false","0","End of Half"
"Akron","Temple","Temple","21","10","3","15","0","3","3","65","0","0","false","0","Kickoff"
"Temple","Akron","Temple","10","21","3","15","0","3","3","77","1","10","false","0","Pass Incompletion"
"Temple","Akron","Temple","10","21","3","15","0","3","3","77","2","10","false","5","Rush"
"Temple","Akron","Temple","10","21","3","15","0","3","3","72","3","5","false","31","Pass Reception"
"Temple","Akron","Temple","10","21","3","15","0","3","3","41","1","10","false","5","Pass Reception"
"Temple","Akron","Temple","10","21","3","15","0","3","3","36","2","5","false","0","Pass Incompletion"
"Temple","Akron","Temple","10","21","3","15","0","3","3","36","3","5","false","28","Pass Reception"
"Temple","Akron","Temple","10","21","3","15","0","3","3","8","1","8","false","1","Rush"
"Temple","Akron","Temple","16","21","3","11","33","3","3","7","2","7","true","7","Passing Touchdown"
"Temple","Akron","Temple","16","21","3","11","33","3","3","65","0","0","false","0","Kickoff"
"Akron","Temple","Temple","21","16","3","11","33","3","3","75","1","10","false","6","Pass Reception"
"Akron","Temple","Temple","21","16","3","11","33","3","3","69","2","4","false","5","Pass Reception"
"Akron","Temple","Temple","21","16","3","11","33","3","3","64","1","10","false","1","Rush"
"Akron","Temple","Temple","21","16","3","11","33","3","3","63","2","9","false","0","Pass Incompletion"
"Akron","Temple","Temple","21","16","3","11","33","3","3","63","3","9","false","0","Pass Incompletion"
"Akron","Temple","Temple","21","16","3","9","24","3","3","63","4","9","false","0","Punt"
"Temple","Akron","Temple","16","21","3","9","24","3","3","85","1","10","false","3","Rush"
"Temple","Akron","Temple","16","21","3","9","24","3","3","82","2","7","false","15","Penalty"
"Temple","Akron","Temple","16","21","3","9","24","3","3","67","1","10","false","4","Rush"
"Temple","Akron","Temple","16","21","3","9","24","3","3","63","2","6","false","20","Pass Reception"
"Temple","Akron","Temple","16","21","3","9","24","3","3","43","1","10","false","4","Rush"
"Temple","Akron","Temple","16","21","3","9","24","3","3","39","2","6","false","0","Pass Incompletion"
"Temple","Akron","Temple","16","21","3","9","24","3","3","39","3","6","false","11","Pass Reception"
"Temple","Akron","Temple","16","21","3","9","24","3","3","28","1","10","false","5","Pass Reception"
"Temple","Akron","Temple","16","21","3","9","24","3","3","23","2","5","false","0","Penalty"
"Temple","Akron","Temple","16","21","3","9","24","3","3","11","1","10","false","4","Rush"
"Temple","Akron","Temple","16","21","3","9","24","3","3","7","2","6","false","0","Pass Incompletion"
"Temple","Akron","Temple","16","21","3","9","24","3","3","7","3","6","false","-5","Penalty"
"Temple","Akron","Temple","16","21","3","9","24","3","3","12","3","11","false","0","Pass Incompletion"
"Temple","Akron","Temple","16","21","3","5","20","3","3","12","4","11","false","30","Field Goal Missed"
"Akron","Temple","Temple","21","16","3","5","20","3","3","80","1","10","false","2","Rush"
"Akron","Temple","Temple","21","16","3","5","20","3","3","78","2","8","false","1","Rush"
"Akron","Temple","Temple","21","16","3","5","20","3","3","77","3","7","false","-7","Fumble Recovery (Own)"
"Akron","Temple","Temple","21","16","3","3","13","3","3","79","4","9","false","0","Punt"
"Temple","Akron","Temple","16","21","3","3","13","3","3","50","1","10","false","2","Rush"
"Temple","Akron","Temple","16","21","3","3","13","3","3","48","2","8","false","1","Rush"
"Temple","Akron","Temple","16","21","3","3","13","3","3","47","3","7","false","11","Pass Reception"
"Temple","Akron","Temple","16","21","3","3","13","3","3","36","1","10","false","0","Pass Incompletion"
"Temple","Akron","Temple","16","21","3","3","13","3","3","36","2","10","false","30","Pass Reception"
"Temple","Akron","Temple","16","21","3","3","13","3","3","6","1","6","false","4","Penalty"
"Temple","Akron","Temple","16","21","3","3","13","3","3","2","1","2","false","1","Rush"
"Temple","Akron","Temple","16","21","3","3","13","3","3","1","2","1","false","0","Pass Incompletion"
"Temple","Akron","Temple","16","21","3","0","0","3","3","1","3","1","false","-1","Rush"
"Temple","Akron","Temple","16","21","3","0","0","3","3","1","0","1","false","0","End Period"
"Temple","Akron","Temple","16","21","4","14","56","3","3","2","4","2","false","0","Penalty"
"Temple","Akron","Temple","24","21","4","14","52","3","3","1","4","1","true","1","Passing Touchdown"
"Temple","Akron","Temple","24","21","4","14","46","3","3","65","0","0","false","0","Kickoff"
"Akron","Temple","Temple","21","24","4","13","58","2","3","71","2","7","false","0","Timeout"
"Akron","Temple","Temple","21","24","4","13","58","2","3","74","1","10","false","3","Pass Reception"
"Akron","Temple","Temple","21","24","4","13","58","2","3","71","2","7","false","0","Pass Incompletion"
"Akron","Temple","Temple","21","24","4","13","58","2","3","71","3","7","false","-9","Sack"
"Akron","Temple","Temple","21","24","4","13","2","2","3","80","4","16","false","0","Punt"
"Temple","Akron","Temple","24","21","4","13","2","3","2","62","1","10","false","3","Pass Reception"
"Temple","Akron","Temple","24","21","4","13","2","3","2","59","2","7","false","1","Rush"
"Temple","Akron","Temple","24","21","4","13","2","3","2","58","3","6","false","0","Pass Incompletion"
"Temple","Akron","Temple","24","21","4","11","22","3","2","58","4","6","false","0","Punt"
"Akron","Temple","Temple","21","24","4","11","22","2","3","78","1","10","false","4","Pass Reception"
"Akron","Temple","Temple","21","24","4","11","22","2","3","74","2","6","false","0","Pass Reception"
"Akron","Temple","Temple","21","24","4","11","22","2","3","74","3","6","false","10","Pass Reception"
"Akron","Temple","Temple","21","24","4","11","22","2","3","64","1","10","false","1","Pass Reception"
"Akron","Temple","Temple","21","24","4","11","22","2","3","63","2","9","false","0","Pass Incompletion"
"Akron","Temple","Temple","21","24","4","11","22","2","3","63","3","9","false","-9","Sack"
"Akron","Temple","Temple","21","24","4","8","1","2","3","72","4","18","false","0","Punt"
"Temple","Akron","Temple","24","21","4","8","1","3","2","61","1","10","false","2","Rush"
"Temple","Akron","Temple","24","21","4","8","1","3","2","59","2","8","false","2","Pass Reception"
"Temple","Akron","Temple","24","21","4","8","1","3","2","57","3","6","false","0","Pass Incompletion"
"Temple","Akron","Temple","24","21","4","6","26","3","2","57","4","6","false","0","Punt"
"Akron","Temple","Temple","21","24","4","6","26","2","3","96","1","10","false","0","Pass Incompletion"
"Akron","Temple","Temple","21","24","4","6","26","2","3","96","2","10","false","8","Pass Reception"
"Akron","Temple","Temple","21","24","4","6","26","2","3","88","3","2","false","3","Rush"
"Akron","Temple","Temple","21","24","4","6","26","2","3","85","1","10","false","6","Pass Reception"
"Akron","Temple","Temple","21","24","4","6","26","2","3","79","2","4","false","3","Rush"
"Akron","Temple","Temple","21","24","4","6","26","2","3","76","3","1","false","2","Rush"
"Akron","Temple","Temple","21","24","4","6","26","2","3","74","1","10","false","6","Pass Reception"
"Akron","Temple","Temple","21","24","4","2","31","2","3","68","2","4","false","0","Interception"
"Temple","Akron","Temple","24","21","4","2","18","3","1","47","2","10","false","0","Timeout"
"Temple","Akron","Temple","24","21","4","2","18","3","1","47","1","10","false","0","Rush"
"Temple","Akron","Temple","24","21","4","2","18","3","1","47","2","10","false","7","Rush"
"Temple","Akron","Temple","24","21","4","2","15","3","1","40","3","3","false","5","Penalty"
"Temple","Akron","Temple","24","21","4","2","15","3","0","36","1","10","false","0","Timeout"
"Temple","Akron","Temple","24","21","4","2","15","3","0","35","1","10","false","0","Rush"
"Temple","Akron","Temple","24","21","4","0","0","3","0","55","0","22","false","0","End of Game"
"Temple","Akron","Temple","24","21","4","0","0","3","0","47","2","22","false","0","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","15","0","3","3","65","0","0","false","0","Kickoff"
"Charlotte","South Carolina State","Charlotte","0","0","1","14","52","3","3","66","1","10","false","-2","Rush"
"Charlotte","South Carolina State","Charlotte","0","0","1","14","52","3","3","68","2","12","false","-3","Pass Reception"
"Charlotte","South Carolina State","Charlotte","0","0","1","14","52","3","3","71","3","15","false","11","Pass Reception"
"Charlotte","South Carolina State","Charlotte","0","0","1","12","42","3","3","60","4","4","false","0","Punt"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","84","1","10","false","2","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","82","2","8","false","6","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","76","3","2","false","8","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","68","1","10","false","0","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","68","2","10","false","5","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","63","3","5","false","5","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","58","1","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","54","2","6","false","-2","Sack"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","56","3","8","false","-5","Penalty"
"South Carolina State","Charlotte","Charlotte","0","0","1","12","42","3","3","61","3","13","false","0","Pass Reception"
"South Carolina State","Charlotte","Charlotte","0","0","1","6","37","3","3","61","4","13","false","0","Punt"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","75","1","10","false","0","Timeout"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","75","1","10","false","-2","Rush"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","77","2","12","false","4","Rush"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","73","3","8","false","-5","Penalty"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","78","3","13","false","7","Rush"
"Charlotte","South Carolina State","Charlotte","0","0","1","6","37","2","3","71","4","6","false","-5","Penalty"
"Charlotte","South Carolina State","Charlotte","0","0","1","4","10","2","3","76","4","11","false","0","Punt"
"South Carolina State","Charlotte","Charlotte","0","0","1","4","10","3","1","48","1","10","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","0","0","1","4","10","3","1","48","1","10","false","1","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","4","10","3","1","47","2","9","false","2","Pass Reception"
"South Carolina State","Charlotte","Charlotte","0","0","1","4","10","3","1","45","3","7","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","0","0","1","2","41","3","1","45","4","7","false","0","Punt"
"Charlotte","South Carolina State","Charlotte","0","0","1","2","41","0","3","90","1","10","false","0","Timeout"
"Charlotte","South Carolina State","Charlotte","0","0","1","2","41","0","3","90","1","10","false","-7","Penalty"
"Charlotte","South Carolina State","Charlotte","0","0","1","1","32","0","3","91","2","11","false","3","Fumble Recovery (Own)"
"Charlotte","South Carolina State","Charlotte","0","0","1","1","32","-1","3","88","3","8","false","0","Timeout"
"Charlotte","South Carolina State","Charlotte","0","0","1","1","22","-1","3","88","3","8","false","15","Interception"
"South Carolina State","Charlotte","Charlotte","0","0","1","1","22","3","-1","28","1","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","1","0","0","3","-1","24","0","6","false","0","End Period"
"South Carolina State","Charlotte","Charlotte","0","0","1","0","0","3","-1","24","2","6","false","-3","Sack"
"South Carolina State","Charlotte","Charlotte","0","0","2","15","0","3","-1","27","3","9","false","6","Penalty"
"South Carolina State","Charlotte","Charlotte","0","0","2","15","0","3","-1","21","1","10","false","-4","Rush"
"South Carolina State","Charlotte","Charlotte","0","0","2","15","0","3","-1","25","2","14","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","0","0","2","15","0","3","-1","25","3","14","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","0","2","13","53","3","-1","25","4","14","true","42","Field Goal Good"
"South Carolina State","Charlotte","Charlotte","3","0","2","13","53","3","-2","65","0","0","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","0","2","13","45","3","-2","65","0","0","false","0","Kickoff"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","69","1","10","false","4","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","65","2","6","false","14","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","51","1","10","false","12","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","39","1","10","false","7","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","32","2","3","false","22","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","10","1","10","false","7","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","3","2","3","false","1","Rush"
"Charlotte","South Carolina State","Charlotte","0","3","2","13","45","-2","3","2","3","2","false","0","Penalty"
"Charlotte","South Carolina State","Charlotte","7","3","2","9","56","-2","3","1","3","1","true","1","Rushing Touchdown"
"Charlotte","South Carolina State","Charlotte","7","3","2","9","56","-2","3","3","0","0","false","-5","Penalty"
"Charlotte","South Carolina State","Charlotte","7","3","2","9","56","-2","3","65","0","0","false","0","Kickoff"
"South Carolina State","Charlotte","Charlotte","3","7","2","9","56","3","-2","75","1","10","false","2","Rush"
"South Carolina State","Charlotte","Charlotte","3","7","2","9","56","3","-2","73","2","8","false","3","Rush"
"South Carolina State","Charlotte","Charlotte","3","7","2","9","56","3","-2","70","3","5","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","7","2","8","26","3","-2","70","4","5","false","0","Punt"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","75","1","10","false","0","Timeout"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","75","1","10","false","8","Rush"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","67","2","2","false","1","Pass Reception"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","66","3","1","false","16","Rush"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","50","1","10","false","0","Penalty"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","50","1","10","false","-2","Rush"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","52","2","12","false","-10","Penalty"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","60","2","20","false","15","Pass Reception"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","45","3","5","false","0","Penalty"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","30","1","10","false","10","Rush"
"Charlotte","South Carolina State","Charlotte","7","3","2","8","26","-3","3","20","1","10","false","14","Rush"
"Charlotte","South Carolina State","Charlotte","14","3","2","4","12","-3","3","6","1","6","true","6","Rushing Touchdown"
"Charlotte","South Carolina State","Charlotte","14","3","2","4","12","-3","3","65","0","0","false","0","Kickoff"
"South Carolina State","Charlotte","Charlotte","3","14","2","4","12","3","-3","75","1","10","false","39","Pass Reception"
"South Carolina State","Charlotte","Charlotte","3","14","2","4","12","3","-3","36","1","10","false","-10","Penalty"
"South Carolina State","Charlotte","Charlotte","3","14","2","4","12","3","-3","46","1","20","false","3","Rush"
"South Carolina State","Charlotte","Charlotte","3","14","2","2","34","3","-4","49","3","23","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","14","2","2","34","3","-4","43","2","17","false","-6","Sack"
"South Carolina State","Charlotte","Charlotte","3","14","2","2","28","3","-5","51","4","25","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","14","2","2","28","3","-5","49","3","23","false","-2","Pass Reception"
"South Carolina State","Charlotte","Charlotte","3","14","2","2","19","3","-5","51","4","25","false","0","Punt"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","82","1","10","false","10","Pass Reception"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","72","1","10","false","5","Pass Reception"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","67","2","5","false","16","Pass Reception"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","51","1","10","false","0","Pass Incompletion"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","51","2","10","false","8","Rush"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","43","3","2","false","4","Rush"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","39","1","10","false","15","Pass Reception"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","24","1","10","false","-6","Sack"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","30","2","16","false","3","Pass Reception"
"Charlotte","South Carolina State","Charlotte","14","3","2","2","19","-5","3","27","3","13","false","0","Pass Incompletion"
"Charlotte","South Carolina State","Charlotte","17","3","2","0","9","-5","3","27","4","13","true","45","Field Goal Good"
"Charlotte","South Carolina State","Charlotte","17","3","2","0","9","-5","3","65","0","0","false","0","Kickoff"
"South Carolina State","Charlotte","Charlotte","3","17","2","0","0","3","-5","75","1","10","false","0","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","2","0","0","3","-5","77","0","10","false","0","End of Half"
"Charlotte","South Carolina State","Charlotte","17","3","3","15","0","3","3","65","0","0","false","0","Kickoff"
"South Carolina State","Charlotte","Charlotte","3","17","3","15","0","3","3","75","1","10","false","2","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","15","0","3","3","73","2","8","false","15","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","15","0","3","3","58","1","10","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","17","3","15","0","3","3","58","2","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","15","0","3","3","54","3","6","false","5","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","12","20","3","3","49","4","1","false","0","Punt"
"Charlotte","South Carolina State","Charlotte","17","3","3","12","20","3","3","85","1","10","false","2","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","12","20","3","3","83","2","8","false","-6","Sack"
"Charlotte","South Carolina State","Charlotte","17","3","3","12","20","3","3","89","3","14","false","8","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","10","26","3","3","81","4","6","false","0","Punt"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","60","1","10","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","60","1","10","false","5","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","55","2","5","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","55","3","5","false","10","Pass Reception"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","45","1","10","false","6","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","39","2","4","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","39","3","4","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","39","4","4","false","10","Pass Reception"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","29","1","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","25","2","6","false","14","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","10","26","3","2","11","1","10","false","8","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","5","26","2","2","3","3","2","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","17","3","5","26","2","2","3","2","2","false","0","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","5","26","2","2","3","3","2","false","1","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","4","41","2","2","2","4","1","false","-1","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","4","41","2","2","97","1","10","false","0","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","4","41","2","2","97","2","10","false","1","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","4","41","2","2","96","3","9","false","-3","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","2","35","2","2","99","4","12","false","0","Punt"
"South Carolina State","Charlotte","Charlotte","3","17","3","2","35","2","1","42","1","10","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","17","3","2","35","2","1","42","1","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","2","35","2","1","38","2","6","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","2","35","2","1","34","3","2","false","1","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","3","0","43","2","1","33","4","1","false","-2","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","0","43","1","2","65","1","10","false","3","Pass Reception"
"Charlotte","South Carolina State","Charlotte","17","3","3","0","0","1","2","62","2","7","false","7","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","3","0","0","1","2","62","0","7","false","0","End Period"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","55","1","10","false","7","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","48","2","3","false","17","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","31","1","10","false","2","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","29","2","8","false","5","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","24","3","3","false","2","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","22","4","1","false","3","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","19","1","10","false","5","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","15","0","1","2","14","2","5","false","1","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","10","4","0","2","15","4","6","false","0","Timeout"
"Charlotte","South Carolina State","Charlotte","17","3","4","10","4","0","2","13","3","4","false","-2","Rush"
"Charlotte","South Carolina State","Charlotte","17","3","4","9","46","0","2","15","4","6","false","33","Field Goal Missed"
"South Carolina State","Charlotte","Charlotte","3","17","4","9","46","2","-1","85","1","10","false","0","Timeout"
"South Carolina State","Charlotte","Charlotte","3","17","4","9","46","2","-1","80","1","10","false","0","Pass Incompletion"
"South Carolina State","Charlotte","Charlotte","3","17","4","9","46","2","-1","80","2","10","false","4","Rush"
"South Carolina State","Charlotte","Charlotte","3","17","4","9","46","2","-1","76","3","6","false","0","Pass Incompletion"
