"Id","School"
"1000297","Transylvania"
"1000298","Wisconsin-Oshkosh"
"1000299","East Denver High"
"1000300","Longmont High"
"1000301","Tennessee-Memphis"
"1000302","Trinity (Texas)"
"1000303","American Medical"
"1000304","Washington YMCA"
"1000305","Charleston"
"1000306","Waterton"
"1000307","Pueblo YMCA"
"1000308","West Denver High"
"1000309","Central Academy"
"1000310","North Denver High"
"1000311","East Des Moines High"
"1000312","Minneapolis Eastern High"
"1000313","Highland Park"
"1000314","Beloit High"
"1000315","Grand Island"
"1000316","Emporia College"
"1000317","Columbia Alumni"
"1000318","Columbia YMCA"
"1000319","Montgomery A.C."
"1000320","Missouri-Rolla"
"1000321","Chilocco"
"1000322","Texas Deaf School"
"1000323","Omaha Light Guards"
"1000324","Welch Neck High"
"1000325","Mercersburg Academy"
"1000326","Fort Worth"
"1000327","Watertown"
"1000328","Kingfisher"
"1000329","Hedding"
"1000330","Colorado College Alumni"
"1000331","Daniel Baker"
"1000332","Shurtleff"
"1000333","New York Naval Militia"
"1000334","Pueblo High"
"1000335","Savannah A.C."
"1000336","Bellevue"
"1000337","Peoria Socials A.C."
"1000339","Lawton"
"1000340","Sherman"
"1000341","Twin Cities Central High"
"1000342","Friends"
"1000343","Rockford High"
"1000344","Colorado Alumni"
"1000345","McDaniel"
"1000346","Williams Alumni"
"1000347","Augustana (South Dakota)"
"1000348","Indiana Medical"
"1000349","Camp McPherson"
"1000350","Jefferson Medical"
"1000351","Georgetown (Kentucky)"
"1000352","Marine Officers"
"1000353","Camp McKinley"
"1000354","Kents Hill"
"1000355","Lincoln Medical"
"1000356","Norfolk A.C."
"1000357","Shreveport A.C."
"1000358","Toledo A.C."
"1000359","Union (Tennessee)"
"1000360","Jersey Shore"
"1000361","Hampton A.C."
"1000362","Augusta Military Academy"
"1000363","Geneva"
"1000364","Culver"
"1000365","St. Thomas"
"1000366","Pensacola A.C."
"1000367","Pennsylvania Railroad YMCA"
"1000368","Marshalltown"
"1000369","William Jewell"
"1000370","Twin Cities High"
"1000371","Westminster (Pennsylvania)"
"1000372","Wendell Phillips High"
"1000373","Houston YMCA"
"1000375","Company I"
"1000377","Hebron Academy"
"1000378","Buckner Business College"
"1000379","Actual Business College"
"1000380","St. Viator"
"1000381","Tennessee Deaf School"
"1000382","Fort Ethan Allen"
"1000383","Roanoke"
"1000384","Westminster (Missouri)"
"1000385","North Georgia"
"1000386","American"
"1000387","Austin"
"1000388","Moline A.C."
"1000389","Pittsburgh Lyceum"
"1000390","Charles City"
"1000391","Fort Douglas"
"1000392","Northwestern (Wisconsin)"
"1000393","Massilon A.C."
"1000394","Butler YMCA"
"1000395","Cheyenne High"
"1000396","Canton A.C."
"1000397","USS Washington"
"1000398","Hastings"
"1000399","26th Infantry"
"1000400","St. Mary's (Kansas)"
"1000401","Brayton"
"1000402","Niagara"
"1000403","Monroe A.C."
"1000404","Gordon"
"1000405","West Texas Military"
"1000406","Grove City"
"1000407","Kansas City Veterinary"
"1000408","Bellefonte Academy"
"1000409","Altoona A.C."
"1000410","Peru State"
"1000411","Ogden High"
"1000412","Jefferson"
"1000413","Tennessee Military"
"1000414","Salt Lake High"
"1000415","Drake Alumni"
"1000416","Newton High"
"1000417","St. Vincent's (California)"
"1000418","Utah Alumni"
"1000419","Multnomah A.C."
"1000420","Havana University"
"1000421","Conway Hall"
"1000422","Wetumpka"
"1000423","Stroudsburg"
"1000424","New Orleans Gym Club"
"1000425","Warrenton Preparatory"
"1000426","Superba A.C."
"1000427","Leander Clarke"
"1000428","Eastern (Virginia)"
"1000429","Castle Heights"
"1000430","Jackson Br.-New Orleans"
"1000431","Baltimore"
"1000432","Camp Meyer"
"1000433","Wisconsin Freshmen"
"1000434","North Carolina Medical"
"1000435","James Millikin"
"1000436","Ouachita"
"1000437","Fishburne M.A."
"1000438","Morganton Mutes"
"1000439","Independence A.C."
"1000440","Birmingham"
"1000441","Virginia Boat Club"
"1000442","Barnes Medical"
"1000443","Washington (Maryland)"
"1000444","Norman Park"
"1000445","Laramie High"
"1000446","Athens"
"1000447","Porter Military"
"1000448","Vanderbilt Alumni"
"1000449","11th Cavalry"
"1000450","Port Royal"
"1000451","Camp Russell"
"1000453","West End Amateurs"
"1000454","Mount Carmel All-Stars"
"1000455","USS Franklin"
"1000456","Parris Island Marines"
"1000457","Oklahoma City"
"1000458","Havana A.C."
"1000460","Locust Grove"
"1000461","Sewanee Medical"
"1000462","St. Bonaventure"
"1000463","Marshall School"
"1000464","Denver Alumni"
"1000465","Seamen Gunners"
"1000466","Memphis High"
"1000467","Harrisburg A.C."
"1000468","Blountsville Agricultural"
"1000469","Anderson"
"1000470","Georgia Medical"
"1000471","Horner"
"1000472","Sterling A.C."
"1000473","Alabama Southern"
"1000474","Morgan"
"1000475","Wyoming Alumni"
"1000476","Fort Leavenworth"
"1000477","Harvard Law"
"1000478","Nebraska Wesleyan"
"1000479","Charleston Navy"
"1000480","Norfolk Blues"
"1000481","Alabama Presbyterian"
"1000482","Parsons (Iowa)"
"1000483","Kearney"
"1000484","Winchester"
"1000485","Meteor A.C."
"1000486","Columbia College"
"1000487","Virginia Medical"
"1000488","Latrobe A.C."
"1000489","Vigilant A.C."
"1000490","Morris Harvey"
"1000491","Dallas"
"1000492","Harry Hillman Academy"
"1000493","Southwestern (Kansas)"
"1000494","Vicksburg A.C."
"1000495","Bethel"
"1000496","Riverside"
"1000497","Mount Pleasant"
"1000498","St. Mary's (Texas)"
"1000499","Toronto All-Stars"
"1000500","Catholic"
"1000501","Utah State Alumni"
"1000502","Logan All-Stars"
"1000503","Staats A.C."
"1000504","Tampa A.C."
"1000505","Vedado A.C."
"1000506","Central (Iowa)"
"1000507","Davis & Elkins"
"1000508","Florida Southern"
"1000509","10th District A.C."
"1000510","Marion County High"
"1000511","Virginia Tech Alumni"
"1000512","Alma"
"1000513","Cal Poly-Pomona"
"1000514","Christian Brothers"
"1000515","Newberry A.C."
"1000516","Missouri-Kansas City"
"1000517","Machinists Mates"
"1000518","North Alabama A.C."
"1000519","South Denver High"
"1000521","Tonkawa Preparatory"
"1000522","Oklahoma Mines"
"1000523","New England All-Stars"
"1000524","Kansas Wesleyan"
"1000525","Ellsworth"
"1000526","Chamberlain Hunt"
"1000527","St. Paul"
"1000528","Florence YMCA"
"1000531","Reina Mercedes"
"1000532","Granite High"
"1000533","Richmond Blues"
"1000534","Montana Tech"
"1000535","Clemson Freshmen"
"1000536","Olympic Club"
"1000537","Originals A.C."
"1000538","Oregon State Alumni"
"1000539","Denver Freshmen"
"1000540","Meridian"
"1000541","West Logan High"
"1000543","Chick Springs Military"
"1000544","Ballard Meteors"
"1000545","Georgia Tech B"
"1000546","Bremerton Navy"
"1000547","Bailey Military"
"1000548","Georgia B"
"1000549","47th Infantry"
"1000550","Camp Logan"
"1000551","7th Infantry"
"1000552","Army Ambulance Corps"
"1000553","Kiski Preparatory"
"1000554","Ohio Am. Corp."
"1000555","Illinois Medical"
"1000556","Camp Wadsworth"
"1000557","1st Texas Artillery"
"1000558","Navy Hospital Corps"
"1000559","Camp Lyons"
"1000560","Vancouver Barracks"
"1000561","Utah Field Artillery"
"1000562","362nd Infantry"
"1000563","Washington Artillery"
"1000564","Camp Funston"
"1000565","Navy Reserves"
"1000566","2nd Texas 132nd Infantry"
"1000567","Camp Devens"
"1000568","League Island Navy"
"1000569","Camp MacAurthur"
"1000570","Newport Navy"
"1000571","111th Ambulance"
"1000572","Camp Gordon"
"1000573","Camp Sherman"
"1000574","Camp Lee"
"1000575","Camp Doniphan"
"1000576","Camp Sevier"
"1000577","Camp Pike"
"1000578","Chanute Field"
"1000579","Camp MacDowell"
"1000580","Carruthers Field"
"1000581","Goat Island Navy"
"1000582","Presidio of San Francisco"
"1000583","Chicago Naval Reserve"
"1000584","Fremont Ammuntion"
"1000585","Overland Station"
"1000586","Ream Field"
"1000587","Penn Radio School"
"1000588","Crane J.C."
"1000589","Camp Greenleaf"
"1000590","MacAurthur Field"
"1000591","Camp Baker"
"1000592","USS Minnesota"
"1000593","Pelham Bay Navy"
"1000594","Camp Travis"
"1000595","U.S. Marines"
"1000596","Belmont A.C."
"1000597","Barron Field"
"1000598","Camp Griffin"
"1000599","Camp Hancock"
"1000600","48th Infantry"
"1000601","Carleton-St. Olaf"
"1000602","Newport NTS"
"1000603","Philadelphia Naval Yard"
"1000604","Navy Transport"
"1000605","Camp Humphreys"
"1000606","Loyola Academy"
"1000607","Camp Taylor"
"1000608","Kelly Field"
"1000609","Mare Island Navy"
"1000610","St. Helena NTS"
"1000611","Post Field"
"1000612","Foundation"
"1000613","Payne Field"
"1000614","Hoboken Navy"
"1000615","Love Field"
"1000616","Wissahickon Barracks"
"1000617","St. Joseph's (Pennsylvania)"
"1000618","Camp Dodge"
"1000619","Camp Harrison"
"1000620","Mather Field"
"1000621","Camp Shelby"
"1000622","Norfolk Navy"
"1000623","Omaha Balloon"
"1000624","Standifer Shipbuilders"
"1000625","Camp Mabry"
"1000626","Camp Greene"
"1000627","Park Field"
"1000628","Fort Oglethorpe"
"1000629","Scott Field"
"1000630","Lieutenants"
"1000631","Fort Des Moines"
"1000632","Garden City"
"1000633","2nd Developmemt Regiment"
"1000634","Cleveland Naval Reserves"
"1000635","Camp Perry"
"1000636","San Pedro Navy"
"1000637","Balboa NTS"
"1000638","USS Utah"
"1000639","Norfolk Navy Yard"
"1000640","Burleson"
"1000641","Rusk"
"1000642","Norfolk Navy Base"
"1000643","Fort Jackson"
"1000644","Wesley"
"1000645","Decatur Baptist"
"1000646","Hampton Road"
"1000647","Rooks"
"1000648","USS Boston"
"1000649","New York State"
"1000650","Pacific (Oregon)"
"1000651","USS New York"
"1000652","USS Mercy"
"1000653","Hamilton A.C."
"1000654","Alabama Medical"
"1000655","Sewanee Club (Virginia)"
"1000656","Cotton City A.C."
"1000657","Pacific Fleet"
"1000658","US Recup. Company"
"1000659","Southern Military Academy"
"1000660","Lanier"
"1000661","Missouri Wesleyan"
"1000662","Bryson"
"1000664","Ogden A.C."
"1000665","Wake Forest Freshmen"
"1000666","Chemawa"
"1000667","St. Edward's"
"1000668","9th Amry Corps"
"1000669","Rollins"
"1000670","Carlstrom Field"
"1000671","DePaul"
"1000672","Albertson"
"1000673","Pearl Harbor"
"1000674","Piedmont"
"1000675","Atlantic Christian"
"1000676","USS Mississippi"
"1000677","3rd Army Corps"
"1000678","Southern California Alumni"
"1000679","Southern Methodist Freshmen"
"1000680","Talladega"
"1000681","Montana Wesleyan"
"1000682","Lynchburg"
"1000683","USS Idaho"
"1000684","American Legion"
"1000685","Thiel"
"1000686","Southern College"
"1000687","California Alumni"
"1000688","Norfolk Fire Department"
"1000689","Fort Bragg"
"1000690","California Tech"
"1000691","Gonzaga Alumni"
"1000692","Carroll (Montana)"
"1000693","Wilmington"
"1000694","Wyoming Faculty"
"1000695","Colorado State Freshmen"
"1000696","Hawaii All-Stars"
"1000697","West Seattle A.C."
"1000698","Northeastern Oklahoma State"
"1000699","Clarke Memorial"
"1000700","USS Maryland"
"1000701","Drexel"
"1000702","Centerville (Butte)"
"1000703","Scout Fleet"
"1000704","Providence"
"1000705","Intermountain"
"1000706","Canisius"
"1000707","Englewood"
"1000708","USS Oklahoma"
"1000709","Louisiana State Freshmen"
"1000710","Los Angeles A.C."
"1000711","USS New Mexico"
"1000712","Loyola (Chicago)"
"1000713","Loyola (Baltimore)"
"1000714","Schuylkill"
"1000715","Ozarks"
"1000716","Hastings State"
"1000717","Montezuma"
"1000718","Loras"
"1000719","High Point"
"1000720","YMI"
"1000721","West Coast Army"
"1000722","USS Tennessee"
"1000723","Anaconda Anodes"
"1000724","Ellensburg"
"1000725","Scranton"
"1000726","20th Infantry"
"1000727","1st Infantry"
"1000728","Edmond Tech"
"1000729","St. Louis Alumni-Hawaii"
"1000730","Texas Military"
"1000731","UAY All-Stars"
"1000732","El Paso National Guard"
"1000733","Sacaton Indians"
"1000734","St. Mary's (Minnesota)"
"1000735","Oklahoma Teachers"
"1000736","University of Mexico"
"1000737","New Mexico Military"
"1000738","Oregon College"
"1000739","Eastern Arizona J.C."
"1000740","Arizona All-Stars"
"1000741","West Coast Navy"
"1000743","King George"
"1000744","Casa Blanca Indians"
"1000745","San Diego Marines"
"1000746","New Mexico Tech"
"1000747","Notre Dame B"
"1000748","Bridgewater"
"1000749","Phoenix All-Stars"
"1000750","Los Angeles Junior College"
"1000751","Dixie"
"1000752","Evansville"
"1000753","Columbia (Oregon)"
"1000754","North Dakota Teachers"
"1000755","Fort Lewis College"
"1000756","St. Benedict"
"1000757","Tennessee Wesleyan"
"1000758","Kamehameha Alumni"
"1000759","Newport News"
"1000760","Texas Wesleyan"
"1000761","Wayne State"
"1000762","Hiwassee"
"1000763","St. Vincent's (Pennsylvania)"
"1000764","Upsala"
"1000765","Rockhurst"
"1000766","Moffett Field"
"1000767","Camp Davis"
"1000768","Fort Ord"
"1000769","Camp Haan"
"1000770","260th Coast Artillery"
"1000771","Blackland Field"
"1000772","Kirtland Field"
"1000773","Camp Pickett"
"1000774","Corpus Christi NAS"
"1000775","Colorado Springs Field"
"1000776","Fort Monmouth"
"1000777","Fort Knox"
"1000778","Lakehurst NAS"
"1000779","Idaho Marines"
"1000780","Waco Field"
"1000781","Second Air Force (Washington)"
"1000782","Albuquerque Field"
"1000783","Pensacola NAS"
"1000784","Fort Totten"
"1000785","Manhattan Beach Coast Guard"
"1000786","Spence Field"
"1000787","Daniel Field"
"1000788","Santa Ana Field"
"1000789","Camp Lejeune"
"1000790","Lowry Field"
"1000791","Richmond Field"
"1000792","Sampson NTS"
"1000793","Curtis Bay Coast Guard"
"1000794","Pleasanton Navy"
"1000795","Bryan Field"
"1000796","Pacific All-Stars"
"1000797","Memphis Navy"
"1000798","Monticello Navy"
"1000799","Salt Lake Field"
"1000800","Louisiana Army STU"
"1000801","San Diego Navy"
"1000802","South Plains Field"
"1000803","Camp Kilmer"
"1000804","Greenville Field"
"1000805","Ottumwa Pre-Flight"
"1000806","Charleston Coast Guard"
"1000807","Pomona Ordinance Base"
"1000808","Bainbridge NTS"
"1000809","Greensboro Field"
"1000810","Yuma Field"
"1000811","Norfolk Marines"
"1000812","Washington Redskins (NFL)"
"1000813","Second Air Force (Colorado)"
"1000814","Brooklyn Tigers (NFL)"
"1000815","Mayport NAS"
"1000816","Milligan"
"1000817","Abilene Field"
"1000818","Galveston Field"
"1000819","Fleet City"
"1000820","San Diego Bombers (PCFL)"
"1000821","Olathe Navy"
"1000822","Jackson Field"
"1000823","Fort Monroe"
"1000824","Lincoln Field"
"1000825","Beaumont Hospital"
"1000826","Cherry Point Marines"
"1000827","Fort Pierce"
"1000828","El Toro Marines"
"1000829","Camp Polk"
"1000830","Fort Bliss"
"1000831","Chatham Field"
"1000832","Morris Field"
"1000833","Edmonton Field"
"1000834","St. Olaf"
"1000835","Melville PT Boats"
"1000836","Portsmouth Fleet"
"1000837","New London Submarine Base"
"1000838","Atlantic City NAS"
"1000839","Missouri Valley"
"1000840","Bunker Hill Navy"
"1000841","Maxwell Field"
"1000842","Brooklyn"
"1000843","San Francisco Clippers (AFL)"
"1000844","College All-Stars"
"1000845","Barksdale Field"
"1000846","Camp Blanding"
"1000847","Hondo Field"
"1000848","Lackland Field"
"1000849","Bergstrom Field"
"1000850","Ellington Field"
"1000851","Keesler Field"
"1000852","Louisville Field"
"1000853","Squantum NAS"
"1000854","Camp Beale"
"1000855","Kearney Field"
"1000856","Bogue Field"
"1000857","Berg Field"
"1000858","Herington Field"
"1000859","Farragut Navy"
"1000860","McClellan Field"
"1000861","Camp Mackall"
"1000862","Dalhart Field"
"1000863","Oceana NAS"
"1000864","U.S. Amphibians"
"1000865","Williams Field"
"1000866","Camp McClelland"
"1000867","Pepperdine"
"1000868","Fresno State JV"
"1000869","Alameda NAS"
"1000870","Leilahau"
"1000871","Mohawk"
"1000872","Adelphi"
"1000873","Midwestern Texas State"
"1000874","Alliance"
"1000875","San Pedro A.C."
"1000876","Texas A&M-Corpus Christi"
"1000877","White Sands"
"1000878","Pacific Submarines"
"1000879","Camp Hood"
"1000880","Camp Pendleton"
"1000881","Brandeis"
"1000882","Bolling Field"
"1000883","Carswell AFB"
"1000885","Frederick"
"1000886","Parsons"
"1000887","Cal State Northridge"
"1000888","San Francisco State"
"1000889","Hayward State"
"1000890","U.S. International"
"1000891","California-Riverside"
"1000892","Wisconsin-Milwaukee"
"1000893","Bishop"
"1000894","Lincoln"
"1000895","Missouri Southern"
"1000896","Moorhead State"
"1000897","Mankato State"
"1000898","Sonoma State"
"1000899","Edward Waters"
"1000900","Camp Peary"
"1000901","Third Air Force"
"1000903","Maryland-Eastern Shore"
"1000904","Wisc. Stout"
"1000906","Australia"
"1000907","Western Ontario"
"1000908","Stillman"
"1000910","Morris Brown"
"1000911","Knoxville"
"1000912","Concordia Canada"
"1000914","Southwest State"
"1000915","Alverno College"
"1000916","Oregon Tech"
"1000917","Cameron"
"1000918","Queen's"
"1000919","Salem International"
"1000920","Saint Mary's"
"1000921","Georgetown (KY)"
"1000922","Concordia College (MN)"
"1000923","West Virginia State"
"1000924","UC Riverside"
"1000925","Fisk University"
"1000927","Northwestern (IA)"
"1000928","Central Missouri"
"1000929","Broaddus College"
"1000930","Salem"
"1000932","Lewis"
"1000933","Cisco College"
"1000934","Missouri Western State"
"1000935","Winston-Salem State"
"1000936","City College of San Francisco"
"1000937","Mississippi Gulf Coast C.C."
"1000938","Texas-Permian Basin"
"1000939","Butler C.C."
"1000940","Hutchinson C.C."
"1000941","Snow College"
"1000942","Independence C.C."
"1000943","Iowa Central C.C."
"1000946","Santa Rosa J.C."
"1000947","Butler C.C."
"1000948","Butler C.C."
"1000949","Blinn College"
"1000950","Professional"
"1000951","Professional"
"1000952","College of the Canyons"
"1000953","Hutchinson C.C."
"1000954","Kilgore J.C."
"1000955","Lindenwood University"
"1000956","New Mexico Military Institute"
"1000957","Garden City C.C. "
"1000959","Blinn College"
"1000960","College of Charleston"
"1000961","Blinn College"
"1000962","Blinn College"
"1000963","Independence C.C."
"1000964","Independence C.C."
"1000965","Butler County (KS)"
"1000967","Tyler J.C. "
"1000968","St. Thomas University"
"1000969","Trinity Valley C.C."
"1000971","Limestone College"
"1000972","Livingstone College"
"1000973","Iowa Western C.C."
"1000977","Navarro College"
"1000978","Concordia University"
"1000979","Hinds C.C."
"1000980","Southwest Mississippi C.C."
"1000981","Fairfield"
"1000982","Holmes C.C."
"1000983","Saint Francis (PA)"
"1000984","Hillsdale College"
"1000985","Copiah-Lincoln C.C."
"1000986","De Anza College"
"1000987","California, Pa."
"1000988","Palomar College"
"1000989","Cerritos College"
"1000990","Lackawanna C.C."
"1000991","Coffeyville C.C."
"1000992","Erskine College"
"1000993","Lackawanna College"
"1000994","Laney College"
"1000995","Monash University"
"1000996","Riverside C.C."
"1000997","East Mississippi C.C."
"1000998","Tufts University"
"1000999","Augustana"
"1001000","University of Guelph"
"1001001","Shippensburg University"
"1001002","Hope "
"1001003","Saint Anselm"
"1001004","Aurora University"
"1001005","Franklin College"
"1001006","Albany State"
"1001007","Southeast Oklahoma State"
"1001008","Carroll College"
"1001009","Johnson C. Smith University"
"1001010","Barton C.C."
"1001011","CSU-Pueblo"
"1001012","Nebraska Kearney"
"1001013","British Columbia"
"1001014","Toronto Argonauts"
"1001015","England"
"1001016","Highland C.C."
"1001017","El Camino College"
"1001018","Edinboro University"
"1001019","Saint Francis"
"1001020","Minnesota Duluth"
"1001021","Itawamba C.C."
"1001022","Long Beach City College"
